period_end,winddirAvg,humidityHigh,humidityLow,humidityAvg,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,gti,ghi,clearsky_ghi,clearsky_gti,albedo,e,pev,ssr,ssrc,str,strc,tcc,delta,e_a,e_s,R_n,G,psi,ET_0
2023-05-01 23:00:00+00:00,248.0,80.0,76.0,78.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,11.0,10.0,11.0,11.0,10.0,11.0,1008.81,1008.81,0.0,0.0,0.0,,,,,,,,,,,,,0.0872546695224779,1.001858425976152,1.2703383792226033,,,0.067085865,
2023-05-02 00:00:00+00:00,248.0,84.0,79.0,81.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,11.0,10.0,10.0,11.0,10.0,10.0,1009.82,1008.81,0.0,0.0,0.0,,,,,,,,,,,,,0.08228276324952875,1.001858425976152,1.2703383792226033,,,0.06711944750000001,
2023-05-02 01:00:00+00:00,248.0,90.0,82.0,86.0,10.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,10.0,8.0,9.0,10.0,8.0,9.0,1008.81,1008.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.07755465977678412,1.001858425976152,1.1503657226102524,,,0.067085865,
2023-05-02 02:00:00+00:00,271.0,90.0,73.0,86.0,9.0,8.0,8.0,4.0,0.0,0.0,5.0,0.0,0.0,7.0,4.0,6.0,9.0,8.0,8.0,9.0,8.0,8.0,1008.81,1008.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.0730605609421387,0.9351094033937339,1.1104146519296187,,,0.067085865,
2023-05-02 03:00:00+00:00,75.0,72.0,62.0,64.0,12.0,9.0,11.0,11.0,0.0,3.0,12.0,0.0,3.0,6.0,4.0,5.0,12.0,9.0,11.0,12.0,9.0,11.0,1009.82,1008.81,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.0872546695224779,0.8723109603497123,1.2753121755125338,,,0.06711944750000001,
2023-05-02 04:00:00+00:00,79.0,70.0,63.0,66.0,12.0,11.0,11.0,9.0,0.0,3.0,10.0,0.0,3.0,5.0,5.0,5.0,12.0,11.0,11.0,12.0,11.0,11.0,1010.84,1009.82,1.02,0.0,0.0,1.0,1.0,3.0,2.0,0.16,,,,,,,,0.0872546695224779,0.8723109603497123,1.357639006076392,,,0.06718694500000001,
2023-05-02 05:00:00+00:00,79.0,71.0,68.0,69.0,11.0,10.0,11.0,9.0,0.0,2.0,9.0,0.0,2.0,6.0,5.0,5.0,11.0,10.0,11.0,11.0,10.0,11.0,1011.85,1010.84,1.02,0.0,0.0,26.0,30.0,70.0,33.0,0.16,,,,,,,,0.0872546695224779,0.8723109603497123,1.2703383792226033,,,0.0672544425,
2023-05-02 06:00:00+00:00,79.0,70.0,66.0,67.0,12.0,11.0,12.0,9.0,0.0,3.0,9.0,0.0,3.0,6.0,5.0,6.0,12.0,11.0,12.0,12.0,11.0,12.0,1012.87,1011.85,1.02,0.0,0.0,120.0,139.0,204.0,138.0,0.16,,,,,,,,0.09248047363337644,0.9351094033937339,1.357639006076392,,,0.06732194,
2023-05-02 07:00:00+00:00,78.0,69.0,65.0,67.0,13.0,12.0,13.0,13.0,0.0,5.0,14.0,0.0,5.0,7.0,6.0,7.0,13.0,12.0,13.0,13.0,12.0,13.0,1014.9,1013.88,1.02,0.0,0.0,325.0,346.0,357.0,334.0,0.16,,,,,,,,0.09797057210130243,1.001858425976152,1.450167387901966,,,0.067456935,
2023-05-02 08:00:00+00:00,75.0,69.0,64.0,66.0,14.0,13.0,14.0,12.0,0.0,4.0,14.0,0.0,5.0,8.0,7.0,8.0,14.0,13.0,14.0,14.0,13.0,14.0,1015.92,1015.92,0.0,0.0,0.0,404.0,409.0,505.0,545.0,0.16,,,,,,,,0.10373566746867496,1.072768825881126,1.5481878810911338,,,0.06755868,
2023-05-02 09:00:00+00:00,71.0,70.0,65.0,67.0,14.0,14.0,14.0,11.0,0.0,3.0,12.0,0.0,3.0,8.0,8.0,8.0,14.0,14.0,14.0,14.0,14.0,14.0,1015.92,1015.92,0.0,0.0,0.0,230.0,264.0,634.0,737.0,0.16,,,,,,,,0.10373566746867496,1.072768825881126,1.5986048594252917,,,0.06755868,
2023-05-02 10:00:00+00:00,61.0,69.0,63.0,66.0,15.0,14.0,14.0,10.0,0.0,3.0,11.0,0.0,3.0,9.0,8.0,8.0,15.0,14.0,14.0,15.0,14.0,14.0,1016.93,1015.92,1.02,0.0,0.0,212.0,243.0,726.0,878.0,0.16,,,,,,,,0.10373566746867496,1.072768825881126,1.651975545770532,,,0.0675922625,
2023-05-02 11:00:00+00:00,58.0,70.0,64.0,66.0,15.0,14.0,15.0,12.0,0.0,4.0,13.0,0.0,4.0,9.0,8.0,9.0,15.0,14.0,15.0,15.0,14.0,15.0,1016.93,1016.93,0.0,0.0,0.0,186.0,213.0,786.0,973.0,0.16,,,,,,,,0.10978677277584367,1.1480604779781116,1.651975545770532,,,0.06762584499999999,
2023-05-02 12:00:00+00:00,67.0,74.0,69.0,71.0,14.0,12.0,13.0,13.0,0.0,6.0,15.0,0.0,6.0,9.0,7.0,8.0,14.0,12.0,13.0,14.0,12.0,13.0,1017.95,1017.95,0.0,0.0,0.0,300.0,344.0,800.0,998.0,0.16,,,,,,,,0.09797057210130243,1.072768825881126,1.500584366236124,,,0.06769367500000001,
2023-05-02 13:00:00+00:00,69.0,70.0,63.0,65.0,13.0,12.0,13.0,14.0,0.0,6.0,16.0,0.0,7.0,7.0,6.0,6.0,13.0,12.0,13.0,13.0,12.0,13.0,1018.96,1017.95,1.02,0.0,0.0,366.0,411.0,762.0,937.0,0.16,,,,,,,,0.09797057210130243,0.9351094033937339,1.450167387901966,,,0.0677272575,
2023-05-02 14:00:00+00:00,75.0,65.0,58.0,61.0,14.0,12.0,13.0,13.0,0.0,6.0,14.0,0.0,7.0,6.0,5.0,6.0,14.0,12.0,13.0,14.0,12.0,13.0,1019.98,1018.96,0.0,0.0,0.0,469.0,470.0,678.0,805.0,0.16,,,,,,,,0.09797057210130243,0.9351094033937339,1.500584366236124,,,0.06779475500000001,
2023-05-02 15:00:00+00:00,68.0,62.0,56.0,59.0,13.0,11.0,12.0,14.0,0.0,6.0,18.0,0.0,7.0,5.0,4.0,4.0,13.0,11.0,12.0,13.0,11.0,12.0,1019.98,1019.98,0.0,0.0,0.0,370.0,384.0,556.0,614.0,0.16,,,,,,,,0.09248047363337644,0.8132610958262529,1.405242520931402,,,0.06782867000000001,
2023-05-02 16:00:00+00:00,74.0,64.0,57.0,61.0,12.0,10.0,11.0,12.0,0.0,5.0,16.0,0.0,6.0,4.0,2.0,3.0,12.0,10.0,11.0,12.0,10.0,11.0,1019.98,1019.98,0.0,0.0,0.0,208.0,239.0,409.0,390.0,0.16,,,,,,,,0.0872546695224779,0.7577663300977576,1.3152632461931675,,,0.06782867000000001,
2023-05-02 17:00:00+00:00,75.0,62.0,53.0,56.0,12.0,11.0,11.0,10.0,0.0,3.0,10.0,0.0,3.0,4.0,2.0,3.0,12.0,11.0,11.0,12.0,11.0,11.0,1021.0,1019.98,0.0,0.0,0.0,154.0,217.0,249.0,162.0,0.16,,,,,,,,0.0872546695224779,0.7577663300977576,1.357639006076392,,,0.067862585,
2023-05-02 18:00:00+00:00,72.0,62.0,56.0,58.0,11.0,10.0,10.0,7.0,0.0,1.0,9.0,0.0,1.0,3.0,2.0,3.0,11.0,10.0,10.0,11.0,10.0,10.0,1021.0,1019.98,1.02,0.0,0.0,46.0,80.0,97.0,27.0,0.16,,,,,,,,0.08228276324952875,0.7577663300977576,1.2703383792226033,,,0.067862585,
2023-05-02 19:00:00+00:00,68.0,71.0,61.0,64.0,10.0,9.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,3.0,10.0,9.0,10.0,10.0,9.0,10.0,1021.0,1021.0,0.0,0.0,0.0,4.0,4.0,6.0,3.0,0.16,,,,,,,,0.08228276324952875,0.7577663300977576,1.188011548658745,,,0.0678965,
2023-05-02 20:00:00+00:00,68.0,75.0,67.0,70.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,1021.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.07755465977678412,0.8132610958262529,1.1480604779781116,,,0.0678965,
2023-05-02 21:00:00+00:00,91.0,77.0,59.0,67.0,10.0,9.0,9.0,7.0,0.0,1.0,8.0,0.0,1.0,5.0,2.0,3.0,10.0,8.0,9.0,10.0,9.0,9.0,1022.01,1021.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.07755465977678412,0.7577663300977576,1.188011548658745,,,0.0679300825,
2023-05-02 22:00:00+00:00,77.0,65.0,60.0,61.0,10.0,9.0,10.0,10.0,0.0,2.0,10.0,0.0,2.0,3.0,2.0,3.0,10.0,8.0,10.0,10.0,9.0,10.0,1022.01,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.08228276324952875,0.7577663300977576,1.188011548658745,,,0.06796366499999999,
2023-05-02 23:00:00+00:00,81.0,66.0,62.0,64.0,9.0,9.0,9.0,7.0,0.0,2.0,8.0,0.0,2.0,3.0,2.0,3.0,9.0,8.0,9.0,9.0,9.0,9.0,1022.01,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.07755465977678412,0.7577663300977576,1.1480604779781116,,,0.06796366499999999,
2023-05-03 00:00:00+00:00,77.0,65.0,62.0,63.0,9.0,9.0,9.0,9.0,0.0,2.0,9.0,0.0,2.0,3.0,2.0,2.0,9.0,8.0,9.0,9.0,9.0,9.0,1022.01,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.07755465977678412,0.7056414341440281,1.1480604779781116,,,0.06796366499999999,
2023-05-03 01:00:00+00:00,77.0,66.0,61.0,63.0,9.0,8.0,8.0,9.0,0.0,2.0,9.0,0.0,2.0,2.0,2.0,2.0,9.0,7.0,8.0,9.0,8.0,8.0,1022.01,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.0730605609421387,0.7056414341440281,1.1104146519296187,,,0.06796366499999999,
2023-05-03 02:00:00+00:00,35.0,74.0,64.0,68.0,8.0,7.0,7.0,6.0,0.0,1.0,6.0,0.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,8.0,7.0,7.0,1022.01,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.0687909607935304,0.7056414341440281,1.037313625928639,,,0.06796366499999999,
2023-05-03 03:00:00+00:00,86.0,76.0,72.0,74.0,7.0,6.0,6.0,7.0,0.0,1.0,8.0,0.0,1.0,2.0,1.0,2.0,7.0,4.0,6.0,7.0,6.0,6.0,1023.03,1022.01,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.06473664086726948,0.7056414341440281,0.968483914684943,,,0.06799758,
2023-05-03 04:00:00+00:00,72.0,81.0,75.0,77.0,6.0,5.0,5.0,6.0,0.0,1.0,7.0,0.0,1.0,2.0,1.0,2.0,6.0,4.0,5.0,6.0,5.0,5.0,1023.03,1022.01,1.02,0.0,0.0,3.0,4.0,4.0,3.0,0.17,,,,,,,,0.06088866541416394,0.7056414341440281,0.9037101818717231,,,0.06799758,
2023-05-03 05:00:00+00:00,68.0,81.0,76.0,79.0,6.0,5.0,5.0,5.0,0.0,1.0,5.0,0.0,1.0,2.0,1.0,2.0,6.0,5.0,5.0,6.0,5.0,5.0,1023.03,1023.03,0.0,0.0,0.0,34.0,78.0,83.0,29.0,0.17,,,,,,,,0.06088866541416394,0.7056414341440281,0.9037101818717231,,,0.068031495,
2023-05-03 06:00:00+00:00,78.0,76.0,68.0,71.0,8.0,6.0,6.0,9.0,0.0,3.0,9.0,0.0,3.0,2.0,1.0,2.0,8.0,4.0,6.0,8.0,6.0,6.0,1025.06,1024.04,1.02,0.0,0.0,146.0,233.0,233.0,146.0,0.17,,,,,,,,0.06473664086726948,0.7056414341440281,1.0039391146374301,,,0.068132575,
2023-05-03 07:00:00+00:00,76.0,69.0,60.0,65.0,9.0,8.0,8.0,9.0,0.0,3.0,9.0,0.0,3.0,3.0,2.0,2.0,9.0,6.0,8.0,9.0,8.0,8.0,1026.08,1026.08,0.0,0.0,0.0,371.0,397.0,397.0,371.0,0.17,,,,,,,,0.0730605609421387,0.7056414341440281,1.1104146519296187,,,0.06823431999999999,
2023-05-03 08:00:00+00:00,81.0,62.0,52.0,55.0,11.0,10.0,10.0,9.0,0.0,3.0,9.0,0.0,3.0,3.0,1.0,2.0,11.0,9.0,10.0,11.0,10.0,10.0,1027.09,1027.09,0.0,0.0,0.0,601.0,551.0,551.0,601.0,0.17,,,,,,,,0.08228276324952875,0.7056414341440281,1.2703383792226033,,,0.068301485,
2023-05-03 09:00:00+00:00,80.0,54.0,44.0,48.0,13.0,11.0,12.0,11.0,0.0,3.0,11.0,0.0,3.0,3.0,0.0,1.0,13.0,11.0,12.0,13.0,11.0,12.0,1027.09,1027.09,0.0,0.0,0.0,799.0,679.0,679.0,799.0,0.17,,,,,,,,0.09248047363337644,0.6567091639890807,1.405242520931402,,,0.068301485,
2023-05-03 10:00:00+00:00,60.0,51.0,40.0,44.0,15.0,12.0,13.0,10.0,0.0,3.0,12.0,0.0,3.0,3.0,0.0,2.0,15.0,12.0,13.0,15.0,12.0,13.0,1027.09,1027.09,0.0,0.0,0.0,946.0,773.0,773.0,946.0,0.17,,,,,,,,0.09797057210130243,0.7056414341440281,1.5539550525813643,,,0.068301485,
2023-05-03 11:00:00+00:00,84.0,45.0,36.0,40.0,15.0,14.0,14.0,9.0,0.0,3.0,9.0,0.0,3.0,3.0,0.0,1.0,15.0,14.0,14.0,15.0,14.0,14.0,1026.08,1026.08,0.0,0.0,0.0,1024.0,823.0,823.0,1024.0,0.17,,,,,,,,0.10373566746867496,0.6567091639890807,1.651975545770532,,,0.06823431999999999,
2023-05-03 12:00:00+00:00,79.0,43.0,36.0,38.0,16.0,15.0,15.0,12.0,0.0,3.0,13.0,0.0,4.0,3.0,0.0,1.0,16.0,15.0,15.0,16.0,15.0,15.0,1026.08,1026.08,0.0,0.0,0.0,1028.0,825.0,825.0,1028.0,0.17,,,,,,,,0.10978677277584367,0.6567091639890807,1.7618164563006613,,,0.06823431999999999,
2023-05-03 13:00:00+00:00,103.0,43.0,34.0,38.0,16.0,15.0,16.0,11.0,0.0,4.0,11.0,0.0,4.0,3.0,0.0,2.0,16.0,15.0,16.0,16.0,15.0,16.0,1025.06,1025.06,0.0,0.0,0.0,955.0,779.0,779.0,955.0,0.17,,,,,,,,0.11613521596458193,0.7056414341440281,1.7618164563006613,,,0.06816649,
2023-05-03 14:00:00+00:00,84.0,39.0,32.0,35.0,17.0,16.0,17.0,10.0,0.0,3.0,11.0,0.0,3.0,3.0,-1.0,1.0,17.0,16.0,17.0,17.0,16.0,17.0,1025.06,1024.04,-1.02,0.0,0.0,814.0,689.0,689.0,814.0,0.17,,,,,,,,0.12279264420686307,0.6567091639890807,1.8780080161779975,,,0.068132575,
2023-05-03 15:00:00+00:00,104.0,40.0,35.0,37.0,17.0,16.0,17.0,11.0,0.0,3.0,11.0,0.0,4.0,3.0,1.0,2.0,17.0,16.0,17.0,17.0,16.0,17.0,1024.04,1023.03,-1.02,0.0,0.0,618.0,563.0,563.0,618.0,0.17,,,,,,,,0.12279264420686307,0.7056414341440281,1.8780080161779975,,,0.0680650775,
2023-05-03 16:00:00+00:00,119.0,41.0,34.0,37.0,17.0,16.0,17.0,10.0,0.0,3.0,11.0,0.0,3.0,3.0,1.0,2.0,17.0,16.0,17.0,17.0,16.0,17.0,1023.03,1023.03,0.0,0.0,0.0,390.0,412.0,412.0,390.0,0.17,,,,,,,,0.12279264420686307,0.7056414341440281,1.8780080161779975,,,0.068031495,
2023-05-03 17:00:00+00:00,111.0,43.0,37.0,40.0,17.0,15.0,16.0,8.0,0.0,2.0,9.0,0.0,2.0,3.0,2.0,2.0,17.0,15.0,16.0,17.0,15.0,16.0,1023.03,1023.03,0.0,0.0,0.0,162.0,250.0,250.0,162.0,0.17,,,,,,,,0.11613521596458193,0.7056414341440281,1.8215377919931086,,,0.068031495,
2023-05-03 18:00:00+00:00,100.0,49.0,41.0,43.0,15.0,14.0,14.0,5.0,0.0,1.0,5.0,0.0,1.0,3.0,1.0,2.0,15.0,14.0,14.0,15.0,14.0,14.0,1023.03,1023.03,0.0,0.0,0.0,28.0,98.0,98.0,28.0,0.17,,,,,,,,0.10373566746867496,0.7056414341440281,1.651975545770532,,,0.068031495,
2023-05-03 19:00:00+00:00,90.0,71.0,45.0,59.0,14.0,9.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,4.0,14.0,9.0,11.0,14.0,9.0,11.0,1023.03,1022.01,-1.02,0.0,0.0,4.0,7.0,7.0,4.0,0.17,,,,,,,,0.0872546695224779,0.8132610958262529,1.3733326687017016,,,0.06799758,
2023-05-03 20:00:00+00:00,90.0,81.0,69.0,76.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,9.0,8.0,8.0,9.0,8.0,8.0,1023.03,1023.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.0730605609421387,0.8132610958262529,1.1104146519296187,,,0.068031495,
2023-05-03 21:00:00+00:00,90.0,82.0,76.0,79.0,8.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,4.0,8.0,7.0,7.0,8.0,7.0,7.0,1023.03,1023.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.0687909607935304,0.8132610958262529,1.037313625928639,,,0.068031495,
2023-05-03 22:00:00+00:00,90.0,86.0,76.0,80.0,7.0,5.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,3.0,7.0,5.0,6.0,7.0,5.0,6.0,1023.03,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.06473664086726948,0.7577663300977576,0.9370846931629322,,,0.06799758,
2023-05-03 23:00:00+00:00,90.0,88.0,82.0,84.0,5.0,5.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1023.03,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.06088866541416394,0.7577663300977576,0.8723109603497123,,,0.06799758,
2023-05-04 00:00:00+00:00,90.0,87.0,82.0,84.0,5.0,5.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1023.03,1022.01,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.06088866541416394,0.7577663300977576,0.8723109603497123,,,0.06799758,
2023-05-04 01:00:00+00:00,90.0,91.0,87.0,88.0,5.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,1022.01,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.05723837657734901,0.7577663300977576,0.8427860280879826,,,0.06796366499999999,
2023-05-04 02:00:00+00:00,90.0,92.0,89.0,90.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1022.01,1022.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.05723837657734901,0.7056414341440281,0.7855137129620053,,,0.06796366499999999,
2023-05-04 03:00:00+00:00,90.0,95.0,92.0,94.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1022.01,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.05049758754722564,0.6567091639890807,0.7317038821208929,,,0.0679300825,
2023-05-04 04:00:00+00:00,90.0,96.0,95.0,95.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1022.01,1021.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,0.17,,,,,,,,0.05049758754722564,0.6567091639890807,0.7056414341440281,,,0.0679300825,
2023-05-04 05:00:00+00:00,147.0,96.0,80.0,86.0,6.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,2.0,6.0,2.0,4.0,6.0,2.0,4.0,1022.01,1021.0,0.0,0.0,0.0,25.0,91.0,91.0,25.0,0.17,,,,,,,,0.05723837657734901,0.7056414341440281,0.820375418768881,,,0.0679300825,
2023-05-04 06:00:00+00:00,173.0,80.0,70.0,75.0,9.0,6.0,7.0,6.0,0.0,2.0,7.0,0.0,2.0,4.0,3.0,3.0,9.0,6.0,7.0,9.0,6.0,7.0,1023.03,1022.01,1.02,0.0,0.0,148.0,242.0,242.0,148.0,0.17,,,,,,,,0.0687909607935304,0.7577663300977576,1.0415849406859228,,,0.06799758,
2023-05-04 07:00:00+00:00,223.0,71.0,58.0,64.0,12.0,9.0,10.0,9.0,0.0,3.0,9.0,0.0,3.0,4.0,3.0,4.0,12.0,8.0,10.0,12.0,9.0,10.0,1024.04,1023.03,1.02,0.0,0.0,375.0,405.0,405.0,375.0,0.17,,,,,,,,0.08228276324952875,0.8132610958262529,1.2753121755125338,,,0.0680650775,
2023-05-04 08:00:00+00:00,223.0,59.0,48.0,52.0,15.0,12.0,13.0,8.0,0.0,2.0,9.0,0.0,2.0,4.0,3.0,4.0,15.0,12.0,13.0,15.0,12.0,13.0,1024.04,1024.04,0.0,0.0,0.0,605.0,557.0,557.0,605.0,0.17,,,,,,,,0.09797057210130243,0.8132610958262529,1.5539550525813643,,,0.06809866,
2023-05-04 09:00:00+00:00,234.0,52.0,39.0,44.0,17.0,15.0,16.0,9.0,0.0,3.0,9.0,0.0,3.0,6.0,3.0,4.0,17.0,15.0,16.0,17.0,15.0,16.0,1024.04,1023.03,-1.02,0.0,0.0,801.0,683.0,683.0,801.0,0.17,,,,,,,,0.11613521596458193,0.8132610958262529,1.8215377919931086,,,0.0680650775,
2023-05-04 10:00:00+00:00,222.0,41.0,33.0,36.0,19.0,17.0,18.0,12.0,0.0,3.0,12.0,0.0,3.0,5.0,2.0,3.0,19.0,17.0,18.0,19.0,17.0,18.0,1023.03,1023.03,0.0,0.0,0.0,944.0,774.0,774.0,944.0,0.17,,,,,,,,0.1297710281553612,0.7577663300977576,2.0675613378779856,,,0.068031495,
2023-05-04 11:00:00+00:00,190.0,38.0,29.0,33.0,20.0,19.0,19.0,13.0,0.0,4.0,14.0,0.0,4.0,4.0,1.0,3.0,20.0,19.0,19.0,20.0,19.0,19.0,1023.03,1022.01,-1.02,0.0,0.0,1018.0,822.0,822.0,1018.0,0.17,,,,,,,,0.13708266611218417,0.7577663300977576,2.267837297406486,,,0.06799758,
2023-05-04 12:00:00+00:00,228.0,36.0,30.0,32.0,20.0,19.0,20.0,12.0,0.0,3.0,12.0,0.0,3.0,4.0,2.0,3.0,20.0,19.0,20.0,20.0,19.0,20.0,1022.01,1021.0,-1.02,0.0,0.0,995.0,807.0,822.0,1019.0,0.17,,,,,,,,0.14474018811241365,0.7577663300977576,2.267837297406486,,,0.0679300825,
2023-05-04 13:00:00+00:00,205.0,34.0,28.0,30.0,21.0,20.0,20.0,9.0,0.0,3.0,9.0,0.0,3.0,4.0,1.0,2.0,21.0,20.0,20.0,21.0,20.0,20.0,1021.0,1021.0,0.0,0.0,0.0,771.0,668.0,776.0,946.0,0.17,,,,,,,,0.14474018811241365,0.7056414341440281,2.412643334099756,,,0.0678965,
2023-05-04 14:00:00+00:00,205.0,33.0,27.0,29.0,21.0,20.0,21.0,10.0,0.0,3.0,11.0,0.0,3.0,4.0,1.0,2.0,21.0,20.0,21.0,21.0,20.0,21.0,1021.0,1019.98,-1.02,0.0,0.0,724.0,632.0,686.0,806.0,0.17,,,,,,,,0.15275655991910123,0.7056414341440281,2.412643334099756,,,0.067862585,
2023-05-04 15:00:00+00:00,213.0,33.0,27.0,29.0,21.0,21.0,21.0,9.0,0.0,3.0,9.0,0.0,3.0,4.0,1.0,2.0,21.0,21.0,21.0,21.0,20.0,21.0,1019.98,1018.96,-1.02,0.0,0.0,590.0,546.0,560.0,610.0,0.17,,,,,,,,0.15275655991910123,0.7056414341440281,2.4870053972720654,,,0.06779475500000001,
2023-05-04 16:00:00+00:00,209.0,33.0,28.0,30.0,21.0,20.0,21.0,9.0,0.0,3.0,9.0,0.0,3.0,4.0,2.0,3.0,21.0,20.0,21.0,21.0,20.0,20.0,1018.96,1017.95,-1.02,0.0,0.0,355.0,376.0,409.0,384.0,0.17,,,,,,,,0.15275655991910123,0.7577663300977576,2.412643334099756,,,0.0677272575,
2023-05-04 17:00:00+00:00,222.0,34.0,29.0,30.0,20.0,19.0,20.0,9.0,0.0,2.0,9.0,0.0,2.0,3.0,1.0,2.0,20.0,19.0,20.0,20.0,19.0,20.0,1017.95,1017.95,0.0,0.0,0.0,142.0,172.0,248.0,160.0,0.17,,,,,,,,0.14474018811241365,0.7056414341440281,2.267837297406486,,,0.06769367500000001,
2023-05-04 18:00:00+00:00,179.0,45.0,31.0,38.0,19.0,17.0,18.0,9.0,0.0,2.0,9.0,0.0,2.0,5.0,1.0,3.0,19.0,17.0,18.0,19.0,17.0,18.0,1017.95,1016.93,-1.02,0.0,0.0,52.0,60.0,99.0,30.0,0.17,,,,,,,,0.1297710281553612,0.7577663300977576,2.0675613378779856,,,0.06765976,
2023-05-04 19:00:00+00:00,151.0,48.0,44.0,45.0,17.0,15.0,16.0,8.0,0.0,2.0,9.0,0.0,2.0,5.0,4.0,4.0,17.0,15.0,16.0,17.0,15.0,16.0,1017.95,1017.95,0.0,0.0,0.0,4.0,5.0,7.0,4.0,0.17,,,,,,,,0.11613521596458193,0.8132610958262529,1.8215377919931086,,,0.06769367500000001,
2023-05-04 20:00:00+00:00,157.0,53.0,47.0,49.0,15.0,14.0,15.0,7.0,0.0,1.0,9.0,0.0,1.0,5.0,4.0,4.0,15.0,14.0,15.0,15.0,14.0,15.0,1017.95,1017.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.10978677277584367,0.8132610958262529,1.651975545770532,,,0.06769367500000001,
2023-05-04 21:00:00+00:00,145.0,59.0,50.0,54.0,14.0,14.0,14.0,9.0,0.0,2.0,9.0,0.0,2.0,6.0,4.0,5.0,14.0,14.0,14.0,14.0,14.0,14.0,1017.95,1017.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.10373566746867496,0.8723109603497123,1.5986048594252917,,,0.06769367500000001,
2023-05-04 22:00:00+00:00,142.0,63.0,58.0,60.0,14.0,12.0,13.0,9.0,0.0,2.0,9.0,0.0,2.0,6.0,5.0,5.0,14.0,12.0,13.0,14.0,12.0,13.0,1017.95,1016.93,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.09797057210130243,0.8723109603497123,1.500584366236124,,,0.06765976,
